取樣日期,經度,緯度,深度(M),銫-137活度,銫-137單位,氚活度,氚單位,類別,地點編號,地點,取樣單位/人,備註
106/09/07,"22°43'36.90""","120°15'17.80""",,－,貝克/公斤-鮮重,,,海產物,,蚵仔寮港,偵測中心,黑鯧魚
106/09/07,"22°43'36.90""","120°15'17.80""",,－,貝克/公斤-鮮重,,,海產物,,蚵仔寮港,偵測中心,龍針魚
106/09/12,"23°06'25.04""","121°23'21.34""",,0.28,貝克/公斤-鮮重,,,海產物,,成功港,偵測中心,小鮪魚
106/09/12,"23°06'25.04""","121°23'21.34""",,0.25,貝克/公斤-鮮重,,,海產物,,成功港,偵測中心,鰹魚
106/09/12,"23°06'25.04""","121°23'21.34""",,0.14,貝克/公斤-鮮重,,,海產物,,成功港,偵測中心,鬼頭刀
106/09/18,"23°58'34.40""","121°37'11.12""",,0.11,貝克/公斤-鮮重,,,海產物,,花蓮港,偵測中心,曼波魚
106/09/19,"24°34'55.12""","121°52'06.06""",,0.15,貝克/公斤-鮮重,,,海產物,,南方澳,偵測中心,琵琶魚
106/09/19,"24°34'55.12""","121°52'06.06""",,0.39,貝克/公斤-鮮重,,,海產物,,南方澳,偵測中心,小鯊魚
106/09/19,"24°34'55.12""","121°52'06.06""",,0.15,貝克/公斤-鮮重,,,海產物,,南方澳,偵測中心,紅甘魚
106/10/25,"22°47'27.60""","121°11'31.19""",,0.18,貝克/公斤-鮮重,,,海產物,,富岡漁港,偵測中心,竹梭魚
106/10/25,"22°47'27.60""","121°11'31.19""",,0.17,貝克/公斤-鮮重,,,海產物,,富岡漁港,偵測中心,烏魴魚
106/10/25,"22°47'27.60""","121°11'31.19""",,0.5,貝克/公斤-鮮重,,,海產物,,富岡漁港,偵測中心,紅竹莢
107/02/07,"22°43'37.40""","120°15'17.60""",,－,貝克/公斤-鮮重,,,海產物,,蚵仔寮港,偵測中心,赤嘴蛤
107/02/07,"22°43'37.40""","120°15'17.60""",,0.28,貝克/公斤-鮮重,,,海產物,,蚵仔寮港,偵測中心,鬼頭刀
107/02/07,"22°43'37.40""","120°15'17.60""",,0.16,貝克/公斤-鮮重,,,海產物,,蚵仔寮港,偵測中心,劍旗魚
107/03/13,"23°06'25.04""","121°23'21.34""",,－,貝克/公斤-鮮重,,,海產物,,成功漁港,偵測中心,青雞魚
107/03/13,"23°06'25.04""","121°23'21.34""",,－,貝克/公斤-鮮重,,,海產物,,成功漁港,偵測中心,臭肚魚
107/03/13,"23°06'25.04""","121°23'21.34""",,－,貝克/公斤-鮮重,,,海產物,,成功漁港,偵測中心,倒吊魚
107/03/13,"23°58'34.40""","121°37'11.12""",,0.19,貝克/公斤-鮮重,,,海產物,,花蓮港,偵測中心,圓鰹魚
107/03/13,"23°58'34.40""","121°37'11.12""",,0.29,貝克/公斤-鮮重,,,海產物,,花蓮港,偵測中心,花鰹魚
107/03/13,"23°58'34.40""","121°37'11.12""",,0.09,貝克/公斤-鮮重,,,海產物,,花蓮港,偵測中心,鯖魚
107/03/14,"22°20'18.03""","120°53'55.88""",,0.15,貝克/公斤-鮮重,,,海產物,,大武漁港,偵測中心,油煙鰹
107/03/14,"22°20'18.03""","120°53'55.88""",,0.18,貝克/公斤-鮮重,,,海產物,,大武漁港,偵測中心,黃鰭鮪魚
107/03/14,"22°20'18.03""","120°53'55.88""",,0.19,貝克/公斤-鮮重,,,海產物,,大武漁港,偵測中心,鰹魚
107/03/14,"24°34'55.12""","121°52'06.06""",,0.24,貝克/公斤-鮮重,,,海產物,,南方澳港,偵測中心,鬼頭刀
107/03/14,"24°34'55.12""","121°52'06.06""",,0.09,貝克/公斤-鮮重,,,海產物,,南方澳港,偵測中心,鯖魚
107/03/14,"24°34'55.12""","121°52'06.06""",,0.33,貝克/公斤-鮮重,,,海產物,,南方澳港,偵測中心,圓鰹魚
107/03/14,"24°45'59.97""","121°57'00.01""",,0.13,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Trichiurus japonicus/白帶
107/03/14,"24°45'59.97""","121°57'00.01""",,0.07,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Sergia lucens/櫻花蝦
107/03/15,"25°08'40.48""","121°47'29.32""",,0.31,貝克/公斤-鮮重,,,海產物,,八斗子港,偵測中心,白帶魚
107/03/15,"25°08'40.48""","121°47'29.32""",,－,貝克/公斤-鮮重,,,海產物,,八斗子港,偵測中心,??魚
107/03/15,"25°08'40.48""","121°47'29.32""",,0.09,貝克/公斤-鮮重,,,海產物,,八斗子港,偵測中心,紅目鰱
107/03/18,"23°21'27.21""","119°37'15.59""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Evynnis cardinalis/盤仔
107/03/18,"23°21'27.21""","119°37'15.59""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Trachysalambria curvirostris/厚殼蝦
107/03/19,"24°50'46.60""","120°55'25.45""",,－,貝克/公斤-鮮重,,,海產物,,南寮漁港,偵測中心,龍針魚
107/03/19,"24°50'46.60""","120°55'25.45""",,0.11,貝克/公斤-鮮重,,,海產物,,南寮漁港,偵測中心,鮸魚
107/03/19,"24°50'46.60""","120°55'25.45""",,－,貝克/公斤-鮮重,,,海產物,,南寮漁港,偵測中心,臭肚魚
107/03/20,"23°58'19.57""","120°19'25.65""",,0.09,貝克/公斤-鮮重,,,海產物,,王公漁港,偵測中心,竹筴魚
107/03/20,"23°58'19.57""","120°19'25.65""",,－,貝克/公斤-鮮重,,,海產物,,王公漁港,偵測中心,成仔魚
107/03/20,"23°58'19.57""","120°19'25.65""",,0.34,貝克/公斤-鮮重,,,海產物,,王公漁港,偵測中心,花煙魚
107/03/20,"23°27'02.55""","120°08'15.46""",,0.11,貝克/公斤-鮮重,,,海產物,,東石漁港,偵測中心,午魚
107/03/20,"23°27'02.55""","120°08'15.46""",,0.24,貝克/公斤-鮮重,,,海產物,,東石漁港,偵測中心,白北魚
107/03/20,"23°27'02.55""","120°08'15.46""",,0.17,貝克/公斤-鮮重,,,海產物,,東石漁港,偵測中心,魟魚
107/05/16,"25°12'59.79""","121°22'50.34""",,0.14,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學, Tylosurus crocodilus crocodilus/鱷形叉尾鶴鱵
107/05/16,"25°14'10.97""","121°23'45.24""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Pennahia argentata/白姑魚(白口)
107/05/17,"25°40'30.00""","121°35'19.78""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Chelidonichthys kumu/黑角魚
107/05/17,"25°40'30.00""","121°35'19.78""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Metapenaeopsis provocatoria longirostris/長腳鬥士赤蝦
107/05/17,"25°09'57.70""","121°26'24.79""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Meretrix lusoria/文蛤
107/05/18,"25°10'30.00""","121°11'29.97""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學, Parapenaeopsis hardwickii/哈氏仿對蝦
107/05/22,"22°45'55.76""","120°12'00.01""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Babylonia formosae/臺灣鳳螺
107/05/26,"25°13'14.55""","121°42'59.47""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學, Scomber japonicus/白腹鯖
107/05/28,"22°16'39.46""","120°34'16.60""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學, Sergia lucens/晶瑩櫻蝦(櫻花蝦)
107/05/31,23°9'57.006,"120°3'1.9259""",,0.14,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Chirocentrus nudus/長頜寶刀魚(西刀魚)
107/05/31,23°9'57.006,"120°3'1.9259""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,"緣溝對蝦/Panaeus marginatus/九蝦,日本對蝦/Penaeus japonicus/斑節蝦,刀額新對蝦/Metapenaeus ensis/蘆蝦,哈氏仿對蝦/Parapenaeopsis hardwickii/劍蝦"
107/05/31,"23°23'12.06""","120°05'03.27""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Crassostrea angulata/葡萄牙牡蠣
107/05/31,23°9'57.006,"120°3'1.9259""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Uroteuthis (Photololigo) duvaucelii/杜氏槍魷(脆管)
107/06/17,"22°46'24.53""","120°09'14.45""",,0.1,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Plectorhinchus cinctus/花尾胡椒鯛(加志)
107/07/01,"23°58'19.57""","120°19'25.65""",,0.06,貝克/公斤-鮮重,,,海產物,,王公漁港,偵測中心,蛤蜊
107/07/01,"23°58'19.57""","120°19'25.65""",,0.2,貝克/公斤-鮮重,,,海產物,,王公漁港,偵測中心,灰貂鯊
107/07/01,"23°58'19.57""","120°19'25.65""",,－,貝克/公斤-鮮重,,,海產物,,王公漁港,偵測中心,松鯛
107/07/05,"24°59'00.00""","121°56'00.00""",,0.13,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Trichiurus japonicus/白帶
107/07/05,"24°59'00.00""","121°56'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Pasiphaea japonica/日本玻璃蝦
107/07/06,"24°06'41.97""","120°26'04.12""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Cyclina sinensis/環文蛤(赤嘴)
107/07/09,"24°50'46.60""","120°55'25.45""",,－,貝克/公斤-鮮重,,,海產物,,南寮漁港,偵測中心,尼羅吳郭魚
107/07/09,"24°50'46.60""","120°55'25.45""",,－,貝克/公斤-鮮重,,,海產物,,南寮漁港,偵測中心,七星鱸
107/07/09,"24°50'46.60""","120°55'25.45""",,－,貝克/公斤-鮮重,,,海產物,,南寮漁港,偵測中心,牡蠣
107/07/10,"23°27'02.55""","120°08'15.46""",,－,貝克/公斤-鮮重,,,海產物,,東石漁港,偵測中心,黑鯧
107/07/10,"23°27'02.55""","120°08'15.46""",,0.14,貝克/公斤-鮮重,,,海產物,,東石漁港,偵測中心,針梭
107/07/10,"23°27'02.55""","120°08'15.46""",,－,貝克/公斤-鮮重,,,海產物,,東石漁港,偵測中心,蚵仔
107/07/18,"23°58'34.40""","121°37'11.12""",,－,貝克/公斤-鮮重,,,海產物,,花蓮港,偵測中心,海菜
107/07/18,"23°58'34.40""","121°37'11.12""",,0.22,貝克/公斤-鮮重,,,海產物,,花蓮港,偵測中心,鰹魚
107/07/18,"23°58'34.40""","121°37'11.12""",,0.1,貝克/公斤-鮮重,,,海產物,,花蓮港,偵測中心,鯖魚
107/07/25,"22°47'27.60""","121°11'31.19""",,0.43,貝克/公斤-鮮重,,,海產物,,富岡漁港,偵測中心,加魶魚
107/07/25,"22°47'27.60""","121°11'31.19""",,－,貝克/公斤-鮮重,,,海產物,,富岡漁港,偵測中心,黃鰭鮪魚
107/07/25,"22°47'27.60""","121°11'31.19""",,0.33,貝克/公斤-鮮重,,,海產物,,富岡漁港,偵測中心,土魠魚
107/07/26,"23°06'25.04""","121°23'21.34""",,－,貝克/公斤-鮮重,,,海產物,,成功漁港,偵測中心,鬼頭刀
107/07/26,"23°06'25.04""","121°23'21.34""",,0.25,貝克/公斤-鮮重,,,海產物,,成功漁港,偵測中心,黃鰭鮪魚
107/07/26,"23°06'25.04""","121°23'21.34""",,0.18,貝克/公斤-鮮重,,,海產物,,成功漁港,偵測中心,燕魚
107/07/30,"23°22'18.00""","119°40'16.80""",,0.23,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Scomberomorus commerson/康氏馬加鰆 
107/08/01,"24°34'55.12""","121°52'06.06""",,0.09,貝克/公斤-鮮重,,,海產物,,南方澳港,偵測中心,黃鰭鮪魚
107/08/01,"24°34'55.12""","121°52'06.06""",,0.18,貝克/公斤-鮮重,,,海產物,,南方澳港,偵測中心,鬼頭刀
107/08/01,"24°34'55.12""","121°52'06.06""",,－,貝克/公斤-鮮重,,,海產物,,南方澳港,偵測中心,虱目魚
107/08/10,"25°08'40.48""","121°47'29.32""",,0.24,貝克/公斤-鮮重,,,海產物,,八斗子港,偵測中心,土魠魚
107/08/10,"25°08'40.48""","121°47'29.32""",,0.11,貝克/公斤-鮮重,,,海產物,,八斗子港,偵測中心,白帶魚
107/08/10,"25°08'40.48""","121°47'29.32""",,－,貝克/公斤-鮮重,,,海產物,,八斗子港,偵測中心,黑鯧
107/08/12,"22°52'02.82""","120°11'37.39""",,0.25,貝克/公斤-鮮重,,,海產物,,興達港,偵測中心,鰹魚
107/08/12,"22°52'02.82""","120°11'37.39""",,－,貝克/公斤-鮮重,,,海產物,,興達港,偵測中心,虱目魚
107/08/12,"22°52'02.82""","120°11'37.39""",,－,貝克/公斤-鮮重,,,海產物,,興達港,偵測中心,牛尾魚
107/09/21,"23°6'36.99""","121°23'36.99""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Trochus stellatus/血斑鐘螺 
107/09/23,"23°22'05.21""","119°37'23.99""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Metapenaeopsis barbata/鬚赤蝦 
107/9/20,"25°2'58.11""","121°55'46.20""",,0.07,貝克/公斤-鮮重,,,海產物,,機動檢測,中山大學,Ruditapes variegatus/海瓜子簾蛤 
108/03/13,"23°05'00.00""","119°25'00.00""",,0.2,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Scomberomorus commerson  康氏馬加鰆  / 土魠
